header,title,titleUrl,time,products,details,activityControls,subtitles,description,timestamp,date,hour,day_of_week,channel,video_title,activity_type,cleaned_channel,focus_category,is_edu_watch
YouTube,Watched ಆಂಧ್ರ ಶೈಲಿಯ ದಾಲ್ ಪಪ್ಪು Andhra Style Dal Pappu in Kannada | Palak Dal Pappu | Toor Dal Pappu |Spinach,https://www.youtube.com/watch?v=EuTw4CN3yXE,2025-03-09T04:20:21.684Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Suchis Veg Recipes', 'url': 'https://www.youtube.com/channel/UCKQtufwnK7od4AubKUIRAug'}]",,2025-03-09 04:20:21.684000+00:00,2025-03-09,4,Sunday,Suchis Veg Recipes,Watched ಆಂಧ್ರ ಶೈಲಿಯ ದಾಲ್ ಪಪ್ಪು Andhra Style Dal Pappu in Kannada | Palak Dal Pappu | Toor Dal Pappu |Spinach,Video,,General Entertainment / Other,0
YouTube,Watched Your next classroom can be anywhere in the world with SBI Global Ed-Vantage Overseas Education Loans,https://www.youtube.com/watch?v=yRyJ3JoPz38,2025-03-09T04:20:18.462Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 09:50,2025-03-09 04:20:18.462000+00:00,2025-03-09,4,Sunday,Unknown,Watched Your next classroom can be anywhere in the world with SBI Global Ed-Vantage Overseas Education Loans,Video,Youtube Shorts / Unlisted,Education & Exam Prep,1
YouTube,Watched Hello Shine Hello Purple,https://www.youtube.com/watch?v=yU6SG92UVjA,2025-03-09T04:20:13.867Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 09:50,2025-03-09 04:20:13.867000+00:00,2025-03-09,4,Sunday,Unknown,Watched Hello Shine Hello Purple,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched New Cornetto Strawberry Vanilla: Unwrap the OG!,https://www.youtube.com/watch?v=1IIb84XnZtY,2025-03-09T04:20:10.020Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 09:50,2025-03-09 04:20:10.020000+00:00,2025-03-09,4,Sunday,Unknown,Watched New Cornetto Strawberry Vanilla: Unwrap the OG!,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched BUY 1 GET 3 FREE- Feast On Us | Pizza Hut India,https://www.youtube.com/watch?v=X6ODXErKfgo,2025-03-09T04:20:06.494Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 09:50,2025-03-09 04:20:06.494000+00:00,2025-03-09,4,Sunday,Unknown,Watched BUY 1 GET 3 FREE- Feast On Us | Pizza Hut India,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched Marvel Television's Daredevil: Born Again | Tamil | March 5 | JioHotstar,https://www.youtube.com/watch?v=dCgs4LWYhww,2025-03-09T04:20:01Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 09:50,2025-03-09 04:20:01+00:00,2025-03-09,4,Sunday,Unknown,Watched Marvel Television's Daredevil: Born Again | Tamil | March 5 | JioHotstar,Video,Youtube Shorts / Unlisted,Data Science & Tech,1
YouTube,Watched You Got This | adidas and Indian Cricket Team,https://www.youtube.com/watch?v=-9F5zqEUwXU,2025-03-09T03:30:47.860Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 09:00,2025-03-09 03:30:47.860000+00:00,2025-03-09,3,Sunday,Unknown,Watched You Got This | adidas and Indian Cricket Team,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched OS | AI Film 4k,https://www.youtube.com/watch?v=wh2rqywCBV0,2025-03-09T03:30:27.176Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 09:00,2025-03-09 03:30:27.176000+00:00,2025-03-09,3,Sunday,Unknown,Watched OS | AI Film 4k,Video,Youtube Shorts / Unlisted,Data Science & Tech,1
YouTube,Watched Pass K12   1920x1080,https://www.youtube.com/watch?v=LO9yVuMis1U,2025-03-09T03:25:16.863Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 08:55,2025-03-09 03:25:16.863000+00:00,2025-03-09,3,Sunday,Unknown,Watched Pass K12   1920x1080,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched How To PUNISH Scholar's Mate,https://www.youtube.com/watch?v=mZPbhxl2ark,2025-03-09T03:17:10.728Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Chess Sensei', 'url': 'https://www.youtube.com/channel/UCtujzMgoZNieUmI1u8drqzQ'}]",,2025-03-09 03:17:10.728000+00:00,2025-03-09,3,Sunday,Chess Sensei,Watched How To PUNISH Scholar's Mate,Video,,General Entertainment / Other,0
YouTube,Watched Amazon Prime - Free Same-Day Delivery on 10 Lakh+ products,https://www.youtube.com/watch?v=k9k07G86GqY,2025-03-09T03:16:59.461Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 08:46,2025-03-09 03:16:59.461000+00:00,2025-03-09,3,Sunday,Unknown,Watched Amazon Prime - Free Same-Day Delivery on 10 Lakh+ products,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched BRU COLD COFFEE Ad (20 SEC),https://www.youtube.com/watch?v=BN4cyTU3H9k,2025-03-09T03:16:56.188Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 08:46,2025-03-09 03:16:56.188000+00:00,2025-03-09,3,Sunday,Unknown,Watched BRU COLD COFFEE Ad (20 SEC),Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched Hotel Aruna Inn | Easy Check In | Book with Aruna Inn Club Card,https://www.youtube.com/watch?v=k6AU93rdk2s,2025-03-09T03:16:52.759Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 08:46,2025-03-09 03:16:52.759000+00:00,2025-03-09,3,Sunday,Unknown,Watched Hotel Aruna Inn | Easy Check In | Book with Aruna Inn Club Card,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched OS | THRIFTING FILM HD 20sec v2,https://www.youtube.com/watch?v=SzUHAbFC2pI,2025-03-09T03:16:46.562Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 08:46,2025-03-09 03:16:46.562000+00:00,2025-03-09,3,Sunday,Unknown,Watched OS | THRIFTING FILM HD 20sec v2,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched TATA Curvv.ev | Feature packed SUV Coupé,https://www.youtube.com/watch?v=xlxzkpqeKso,2025-03-09T03:16:43.341Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 08:46,2025-03-09 03:16:43.341000+00:00,2025-03-09,3,Sunday,Unknown,Watched TATA Curvv.ev | Feature packed SUV Coupé,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched You Got This | adidas and Indian Cricket Team,https://www.youtube.com/watch?v=hQi5uEf4wP8,2025-03-09T03:16:35.248Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 08:46,2025-03-09 03:16:35.248000+00:00,2025-03-09,3,Sunday,Unknown,Watched You Got This | adidas and Indian Cricket Team,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched VIRAT 18 H ENG,https://www.youtube.com/watch?v=8GI1dsEjFLs,2025-03-09T03:16:30.686Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",,Watched at 08:46,2025-03-09 03:16:30.686000+00:00,2025-03-09,3,Sunday,Unknown,Watched VIRAT 18 H ENG,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched Travis Head's reaction was hilarious #AUSvIND,https://www.youtube.com/watch?v=U77PnLKyu9Y,2025-03-09T03:15:29.986Z,['YouTube'],,['YouTube watch history'],"[{'name': 'cricket.com.au', 'url': 'https://www.youtube.com/channel/UCkBY0aHJP9BwjZLDYxAQrKg'}]",,2025-03-09 03:15:29.986000+00:00,2025-03-09,3,Sunday,cricket.com.au,Watched Travis Head's reaction was hilarious #AUSvIND,Video,,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=peA2gSgIKe4,https://www.youtube.com/watch?v=peA2gSgIKe4,2025-03-09T00:04:12.379Z,['YouTube'],,['YouTube watch history'],,,2025-03-09 00:04:12.379000+00:00,2025-03-09,0,Sunday,Unknown,Watched https://www.youtube.com/watch?v=peA2gSgIKe4,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched Behind him 🤯 #baseball,https://www.youtube.com/watch?v=2WV4iNg4cbU,2025-03-09T00:03:51.074Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Adam Arroyo', 'url': 'https://www.youtube.com/channel/UCC3Flrbmzeq8jJaN18_9XNw'}]",,2025-03-09 00:03:51.074000+00:00,2025-03-09,0,Sunday,Adam Arroyo,Watched Behind him 🤯 #baseball,Video,,General Entertainment / Other,0
YouTube,Watched Indian block #shorts #viralshort #viralshorts #viralvideo #volleyball #sports #volley #ronaldo,https://www.youtube.com/watch?v=H2y2tPkoAd4,2025-03-09T00:03:27.977Z,['YouTube'],,['YouTube watch history'],"[{'name': 'I Love Volleyball', 'url': 'https://www.youtube.com/channel/UC4Iq23XbVmnQtm_JP3m-t3Q'}]",,2025-03-09 00:03:27.977000+00:00,2025-03-09,0,Sunday,I Love Volleyball,Watched Indian block #shorts #viralshort #viralshorts #viralvideo #volleyball #sports #volley #ronaldo,Video,,General Entertainment / Other,0
YouTube,"Watched ""Black has an easy win"" #chess",https://www.youtube.com/watch?v=mW8qAZcU8xg,2025-03-09T00:03:04.466Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Dom-4881', 'url': 'https://www.youtube.com/channel/UCkUaIuZvL6q4nNSJLB0b5zg'}]",,2025-03-09 00:03:04.466000+00:00,2025-03-09,0,Sunday,Dom-4881,"Watched ""Black has an easy win"" #chess",Video,,General Entertainment / Other,0
YouTube,Watched Bro will never trust him again,https://www.youtube.com/watch?v=KSztLFAJf9g,2025-03-09T00:02:42.846Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Sanichi タヤン', 'url': 'https://www.youtube.com/channel/UCZzuJde1t8-A2SI9r8Edjbg'}]",,2025-03-09 00:02:42.846000+00:00,2025-03-09,0,Sunday,Sanichi タヤン,Watched Bro will never trust him again,Video,,Data Science & Tech,1
YouTube,Watched https://www.youtube.com/watch?v=8-X9UYOf0KM,https://www.youtube.com/watch?v=8-X9UYOf0KM,2025-03-09T00:01:34.437Z,['YouTube'],,['YouTube watch history'],,,2025-03-09 00:01:34.437000+00:00,2025-03-09,0,Sunday,Unknown,Watched https://www.youtube.com/watch?v=8-X9UYOf0KM,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched The mighty african bridge #thisisafrica #africanadventure #africa #africanstories,https://www.youtube.com/watch?v=rMG0q72wN7Q,2025-03-09T00:01:16.456Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Anshul Pandey', 'url': 'https://www.youtube.com/channel/UCDh6FFUdm_e377ewO7MXY3Q'}]",,2025-03-09 00:01:16.456000+00:00,2025-03-09,0,Sunday,Anshul Pandey,Watched The mighty african bridge #thisisafrica #africanadventure #africa #africanstories,Video,,General Entertainment / Other,0
YouTube,Watched አሠለም አሊኩም,https://www.youtube.com/watch?v=8FrHkOIaT-c,2025-03-09T00:00:06.943Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Hasinet Tube ሀሲነት', 'url': 'https://www.youtube.com/channel/UCNtFPZ1M4BW4TqPbAakIrtg'}]",,2025-03-09 00:00:06.943000+00:00,2025-03-09,0,Sunday,Hasinet Tube ሀሲነት,Watched አሠለም አሊኩም,Video,,General Entertainment / Other,0
YouTube,Watched I know that they are just doing their job but I feel so bad😭🇷🇺 #gymnastics #olympics #judge,https://www.youtube.com/watch?v=2Ed22wdYjOg,2025-03-08T23:59:21.453Z,['YouTube'],,['YouTube watch history'],"[{'name': 'YeeThree WAG', 'url': 'https://www.youtube.com/channel/UCVjcjqugL57nmT_V4Ihu5BA'}]",,2025-03-08 23:59:21.453000+00:00,2025-03-08,23,Saturday,YeeThree WAG,Watched I know that they are just doing their job but I feel so bad😭🇷🇺 #gymnastics #olympics #judge,Video,,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=4MuRDZbBpQI,https://www.youtube.com/watch?v=4MuRDZbBpQI,2025-03-08T23:59:20.211Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",,,2025-03-08 23:59:20.211000+00:00,2025-03-08,23,Saturday,Unknown,Watched https://www.youtube.com/watch?v=4MuRDZbBpQI,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=AoRrkK2txHU,https://www.youtube.com/watch?v=AoRrkK2txHU,2025-03-08T23:58:31.310Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",,,2025-03-08 23:58:31.310000+00:00,2025-03-08,23,Saturday,Unknown,Watched https://www.youtube.com/watch?v=AoRrkK2txHU,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=47LdcCrnyhA,https://www.youtube.com/watch?v=47LdcCrnyhA,2025-03-08T23:57:59.767Z,['YouTube'],,['YouTube watch history'],,,2025-03-08 23:57:59.767000+00:00,2025-03-08,23,Saturday,Unknown,Watched https://www.youtube.com/watch?v=47LdcCrnyhA,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched Checkmate is coming #shorts,https://www.youtube.com/watch?v=_8g87dwuurE,2025-03-08T23:57:43.774Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Catur Talk Indonesia', 'url': 'https://www.youtube.com/channel/UCc8DN7hdoJCLqbLUSYRs5ng'}]",,2025-03-08 23:57:43.774000+00:00,2025-03-08,23,Saturday,Catur Talk Indonesia,Watched Checkmate is coming #shorts,Video,,General Entertainment / Other,0
YouTube,Watched The Art of Fielding #sirjadeja #cricket #shorts,https://www.youtube.com/watch?v=ebKW_MLKxW0,2025-03-08T23:57:41.809Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Cricket_clips', 'url': 'https://www.youtube.com/channel/UCXW-6OVbelfXMn8Vx_JtThQ'}]",,2025-03-08 23:57:41.809000+00:00,2025-03-08,23,Saturday,Cricket_clips,Watched The Art of Fielding #sirjadeja #cricket #shorts,Video,,General Entertainment / Other,0
YouTube,Watched LADIES TAKE NOTE🙌🏻! JK JUST SET THE BAR FOR ALL MEN💯!!!! #bts #jungkook #jin,https://www.youtube.com/watch?v=Sdb2e0QpExk,2025-03-08T23:57:36.883Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Bangtancrumbs', 'url': 'https://www.youtube.com/channel/UCuiYlHgjD7B3aYtzf68FMNg'}]",,2025-03-08 23:57:36.883000+00:00,2025-03-08,23,Saturday,Bangtancrumbs,Watched LADIES TAKE NOTE🙌🏻! JK JUST SET THE BAR FOR ALL MEN💯!!!! #bts #jungkook #jin,Video,,General Entertainment / Other,0
YouTube,Watched Rishabh's Cough Is Permanent🔥😂 #viratkohli,https://www.youtube.com/watch?v=OawmHMda9fQ,2025-03-08T23:57:08.671Z,['YouTube'],,['YouTube watch history'],"[{'name': '@Drive X York', 'url': 'https://www.youtube.com/channel/UCZDAGxSpGhsHTpsvn3J_mpA'}]",,2025-03-08 23:57:08.671000+00:00,2025-03-08,23,Saturday,@Drive X York,Watched Rishabh's Cough Is Permanent🔥😂 #viratkohli,Video,,General Entertainment / Other,0
YouTube,Watched 👀UNO Reverse🔁 in Chess be like 👀  #chess #shorts,https://www.youtube.com/watch?v=uRSWPQqzLNA,2025-03-08T23:56:29.661Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Chesscom India', 'url': 'https://www.youtube.com/channel/UCnqNvZFw6EuigqlaiIunMWg'}]",,2025-03-08 23:56:29.661000+00:00,2025-03-08,23,Saturday,Chesscom India,Watched 👀UNO Reverse🔁 in Chess be like 👀  #chess #shorts,Video,,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=kuZl2NTde9g,https://www.youtube.com/watch?v=kuZl2NTde9g,2025-03-08T23:55:59.958Z,['YouTube'],,['YouTube watch history'],,,2025-03-08 23:55:59.958000+00:00,2025-03-08,23,Saturday,Unknown,Watched https://www.youtube.com/watch?v=kuZl2NTde9g,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Viewed Ads On YouTube Shorts,,2025-03-08T23:55:57.055Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",,,2025-03-08 23:55:57.055000+00:00,2025-03-08,23,Saturday,Unknown,Viewed Ads On YouTube Shorts,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=S24BXNhf8m4,https://www.youtube.com/watch?v=S24BXNhf8m4,2025-03-08T23:55:39.054Z,['YouTube'],,['YouTube watch history'],,,2025-03-08 23:55:39.054000+00:00,2025-03-08,23,Saturday,Unknown,Watched https://www.youtube.com/watch?v=S24BXNhf8m4,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched Taklu brilliancy ✨💎 (6) #chess #shortvideo #chessgame #viralvideo #gaming #youtubeshorts #subscribe,https://www.youtube.com/watch?v=-DTu5kc-TMw,2025-03-08T23:55:17.302Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Rp.chess.sport953', 'url': 'https://www.youtube.com/channel/UC7s44os746YIPedtzk3ybBw'}]",,2025-03-08 23:55:17.302000+00:00,2025-03-08,23,Saturday,Rp.chess.sport953,Watched Taklu brilliancy ✨💎 (6) #chess #shortvideo #chessgame #viralvideo #gaming #youtubeshorts #subscribe,Video,,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=Qd_sSdTI01M,https://www.youtube.com/watch?v=Qd_sSdTI01M,2025-03-08T23:54:45.352Z,['YouTube'],,['YouTube watch history'],,,2025-03-08 23:54:45.352000+00:00,2025-03-08,23,Saturday,Unknown,Watched https://www.youtube.com/watch?v=Qd_sSdTI01M,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=WzE3wl87bX8,https://www.youtube.com/watch?v=WzE3wl87bX8,2025-03-08T23:53:47.002Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",,,2025-03-08 23:53:47.002000+00:00,2025-03-08,23,Saturday,Unknown,Watched https://www.youtube.com/watch?v=WzE3wl87bX8,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched ⚡️Can You Explain? 🤔 (можешь объяснить?) #shorts #chess #шахматы,https://www.youtube.com/watch?v=_hNTAvQGD-Y,2025-03-08T23:53:18.815Z,['YouTube'],,['YouTube watch history'],"[{'name': 'MER_Chess', 'url': 'https://www.youtube.com/channel/UCp80wKccDnCCFgUqUbTmPag'}]",,2025-03-08 23:53:18.815000+00:00,2025-03-08,23,Saturday,MER_Chess,Watched ⚡️Can You Explain? 🤔 (можешь объяснить?) #shorts #chess #шахматы,Video,,Data Science & Tech,1
YouTube,Watched My God that’s Jason Bourne,https://www.youtube.com/watch?v=qKogH5iK1uY,2025-03-08T23:53:08.307Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Berran Lee', 'url': 'https://www.youtube.com/channel/UCZDBYqlW53CgAESnHvo314w'}]",,2025-03-08 23:53:08.307000+00:00,2025-03-08,23,Saturday,Berran Lee,Watched My God that’s Jason Bourne,Video,,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=cSa_fXBHLPs,https://www.youtube.com/watch?v=cSa_fXBHLPs,2025-03-08T23:52:58.108Z,['YouTube'],,['YouTube watch history'],,,2025-03-08 23:52:58.108000+00:00,2025-03-08,23,Saturday,Unknown,Watched https://www.youtube.com/watch?v=cSa_fXBHLPs,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched MAGICAL 🤚✨ | Making Payments with Ring | Review of 7 Ring #shorts #creditcards #nfc #news,https://www.youtube.com/watch?v=2adDUqRjDXk,2025-03-08T23:52:36.850Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Ravisutanjani', 'url': 'https://www.youtube.com/channel/UCEYQh2wGRfmKJl5Fk39beWQ'}]",,2025-03-08 23:52:36.850000+00:00,2025-03-08,23,Saturday,Ravisutanjani,Watched MAGICAL 🤚✨ | Making Payments with Ring | Review of 7 Ring #shorts #creditcards #nfc #news,Video,,General Entertainment / Other,0
YouTube,Watched My minimalist phone setup (for digital detox),https://www.youtube.com/watch?v=z97JDee2tHE,2025-03-08T23:52:31.484Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",,,2025-03-08 23:52:31.484000+00:00,2025-03-08,23,Saturday,Unknown,Watched My minimalist phone setup (for digital detox),Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched Alireza vs Hikaru Vishy and Magnus #Chess @OfficialGCL #TechMGCL #TheNextMove,https://www.youtube.com/watch?v=kvqFQIJ7t20,2025-03-08T23:52:10.604Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Penthaa', 'url': 'https://www.youtube.com/channel/UCSAjONVMTgmUCfkCxRj-OTQ'}]",,2025-03-08 23:52:10.604000+00:00,2025-03-08,23,Saturday,Penthaa,Watched Alireza vs Hikaru Vishy and Magnus #Chess @OfficialGCL #TechMGCL #TheNextMove,Video,,General Entertainment / Other,0
YouTube,Watched Minecraft Streamer Vs Viewers (TNT Game) 😱 #shorts,https://www.youtube.com/watch?v=FhWrCd002_8,2025-03-08T23:52:09.146Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Zedar', 'url': 'https://www.youtube.com/channel/UCS724X_nrwOE1vMCGNnv1DQ'}]",,2025-03-08 23:52:09.146000+00:00,2025-03-08,23,Saturday,Zedar,Watched Minecraft Streamer Vs Viewers (TNT Game) 😱 #shorts,Video,,General Entertainment / Other,0
YouTube,Watched Beast VS Best🤣😂| Memes😂| Funny Shorts #comedyshorts #trending #memesdaily #shorts #shortsfeed,https://www.youtube.com/watch?v=7IG3Ac1bcPs,2025-03-08T23:51:42.451Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Dr Kamal Vlogs', 'url': 'https://www.youtube.com/channel/UCFg-Fm-vByUnbLsNWhqm-3w'}]",,2025-03-08 23:51:42.451000+00:00,2025-03-08,23,Saturday,Dr Kamal Vlogs,Watched Beast VS Best🤣😂| Memes😂| Funny Shorts #comedyshorts #trending #memesdaily #shorts #shortsfeed,Video,,Data Science & Tech,1
YouTube,Watched WiFi Pass App,https://www.youtube.com/watch?v=bVTwx1KbS6I,2025-03-08T23:51:33.903Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",,,2025-03-08 23:51:33.903000+00:00,2025-03-08,23,Saturday,Unknown,Watched WiFi Pass App,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched UPSC TOPPER 💥 | Aditya Srivastava IAS Interview | #shorts,https://www.youtube.com/watch?v=k8RHBjNy2QI,2025-03-08T23:51:31.384Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Snap Learn IAS', 'url': 'https://www.youtube.com/channel/UChR7zUK9muGGLqhounw6CFg'}]",,2025-03-08 23:51:31.384000+00:00,2025-03-08,23,Saturday,Snap Learn IAS,Watched UPSC TOPPER 💥 | Aditya Srivastava IAS Interview | #shorts,Video,,Education & Exam Prep,1
YouTube,Watched The Words Main Maar Raha Tha Na Yaar ❤️‍🩹,https://www.youtube.com/watch?v=3hFic2hR30Y,2025-03-08T23:51:23.895Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CricketEditzxz', 'url': 'https://www.youtube.com/channel/UCbxsgi1CgWw16x6sF1ikJwg'}]",,2025-03-08 23:51:23.895000+00:00,2025-03-08,23,Saturday,CricketEditzxz,Watched The Words Main Maar Raha Tha Na Yaar ❤️‍🩹,Video,,Data Science & Tech,1
YouTube,Watched https://www.youtube.com/watch?v=HpyPhlCZskk,https://www.youtube.com/watch?v=HpyPhlCZskk,2025-03-08T23:51:22.052Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",,,2025-03-08 23:51:22.052000+00:00,2025-03-08,23,Saturday,Unknown,Watched https://www.youtube.com/watch?v=HpyPhlCZskk,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched Security Stop Kpop Star Funny Moment #kpop #security #funny,https://www.youtube.com/watch?v=sfX1mXL4ODM,2025-03-08T23:51:02.705Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Paparazzi King', 'url': 'https://www.youtube.com/channel/UC4swSn0y45i1BLYMcIXe6wQ'}]",,2025-03-08 23:51:02.705000+00:00,2025-03-08,23,Saturday,Paparazzi King,Watched Security Stop Kpop Star Funny Moment #kpop #security #funny,Video,,General Entertainment / Other,0
YouTube,Watched Anil ambani set to become billionaire again #ambanifamily #anilambani #ambanilifestyle #debtfree,https://www.youtube.com/watch?v=y_a4QDkIxqI,2025-03-08T23:50:52.229Z,['YouTube'],,['YouTube watch history'],"[{'name': 'MoneyWay', 'url': 'https://www.youtube.com/channel/UCE4fgBtCHaqRP4PDTZ8TfwA'}]",,2025-03-08 23:50:52.229000+00:00,2025-03-08,23,Saturday,MoneyWay,Watched Anil ambani set to become billionaire again #ambanifamily #anilambani #ambanilifestyle #debtfree,Video,,Data Science & Tech,1
YouTube,Watched FBI Agent saved him,https://www.youtube.com/watch?v=4OmQIH665iE,2025-03-08T23:50:23.267Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Meme Area', 'url': 'https://www.youtube.com/channel/UClFOR9SnROTjNmmJnt9X53w'}]",,2025-03-08 23:50:23.267000+00:00,2025-03-08,23,Saturday,Meme Area,Watched FBI Agent saved him,Video,,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=RWkwOPWVvgw,https://www.youtube.com/watch?v=RWkwOPWVvgw,2025-03-08T23:50:08.263Z,['YouTube'],,['YouTube watch history'],,,2025-03-08 23:50:08.263000+00:00,2025-03-08,23,Saturday,Unknown,Watched https://www.youtube.com/watch?v=RWkwOPWVvgw,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Viewed Ads On YouTube Shorts,,2025-03-08T23:50:06.364Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",,,2025-03-08 23:50:06.364000+00:00,2025-03-08,23,Saturday,Unknown,Viewed Ads On YouTube Shorts,Video,Youtube Shorts / Unlisted,General Entertainment / Other,0
YouTube,Watched Wholesome Magnus Moment,https://www.youtube.com/watch?v=EF3SChy6IBA,2025-03-08T23:49:40.700Z,['YouTube'],,['YouTube watch history'],"[{'name': 'GothamChess', 'url': 'https://www.youtube.com/channel/UCQHX6ViZmPsWiYSFAyS0a3Q'}]",,2025-03-08 23:49:40.700000+00:00,2025-03-08,23,Saturday,GothamChess,Watched Wholesome Magnus Moment,Video,,General Entertainment / Other,0
